follower_username,followee_username
user_112395984886882740302,user_101235095970404720691
user_107959790171356428064,user_102457738449602087840
user_104424338679069151673,user_118234550056300061982
user_114345903275605514915,user_108056398297424061653
user_102665200552377966664,user_104401121686781166984
user_106724181552911298818,user_102648148748642147788
user_111108757011887504525,user_110863422139789681191
user_112658509879375652305,user_111991876596496628445
user_112737087024763980113,user_114870652491954460386
user_117920836752193813135,user_106517092226488584705
user_105312096129013929007,user_109813896768294978296
user_100447532306249738876,user_109699802280969182272
user_107833107845497630206,user_113097276181543898574
user_111288574156818690676,user_114685727151899977785
user_103490014051577974992,user_104428814384443083380
user_116570889542655364711,user_110260043240685719403
user_110446538727989465968,user_106166623138751182431
user_102255986016613110352,user_113729277367184919773
user_107111579950257773726,user_107318169263608653171
user_116229548584533052328,user_103795921262630398720
user_109946174927229272395,user_114632854492678778509
user_112707199408484711520,user_113210431006401244170
user_116247667398036716276,user_103216887847401478447
user_118230138066120295920,user_108736646334864181044
user_104896478495888175813,user_113768306902375393490
user_102815391713140794570,user_107177203146640599248
user_109849052345512343653,user_110818385850684816555
user_116979744203859215898,user_113729277367184919773
user_113384490254116477731,user_113581596275616200424
user_113116318008017777871,user_113210431006401244170
user_107211094246725549672,user_117270655453846612117
user_116719211656774388392,user_117556389603643931415
user_114346317659753507000,user_115925885941625757982
user_105126600602218044918,user_116766352265080910418
user_110260043240685719403,user_113882113745075873153
user_111860497034317566483,user_103833388179391400138
user_107797841320768724118,user_105910977869522122580
user_107612997855711957528,user_108079904701697074842
user_114121522802422541341,user_116663982997041117781
user_109877035555455451821,user_116819601264686093434
user_102865263115020893218,user_106567570642614609073
user_111135306200683567183,user_101046956874219339437
user_114870652491954460386,user_114247122654933033701
user_116737306836663798171,user_108998673146368660257
user_111162301399626566385,user_106330246449513547886
user_100124389520659251191,user_116663982997041117781
user_117680872003014443769,user_106189723444098348646
user_109317282441167678380,user_113842444453130095060
user_110258899475477198037,user_103150328351925153314
user_112579116320573535497,user_107732802446301744236
user_112433233162542061134,user_108159551615224338529
user_106944536119733342041,user_107833107845497630206
user_111159671558660040486,user_102397052073935758476
user_108998673146368660257,user_101777016929613982157
user_117377434815709898403,user_106318111152683661692
user_116737306836663798171,user_100221555167886931877
user_101157854606139706613,user_101977577738512604757
user_100447532306249738876,user_116196023757975181048
user_118224579703977604263,user_111002131107129454275
user_117297867503542100495,user_116197193480724162859
user_114346317659753507000,user_107905455800180378660
user_112333933532796782076,user_117680872003014443769
user_105068531496447333786,user_114592751246503219483
user_116339430670263519533,user_104672614700283598130
user_103203314859566576853,user_108551811075711499995
user_113217924531763968801,user_107140884077582692033
user_105741303026472281088,user_110818385850684816555
user_107926385284408156819,user_115772174763814642163
user_105741303026472281088,user_104174037294742207726
user_103020757351652425388,user_113210431006401244170
user_103103834116993607848,user_109980414289125676367
user_103721531088765428547,user_109019976856333185847
user_114345903275605514915,user_114700236104341164111
user_100275307499530023476,user_108159551615224338529
user_110668479729372555286,user_101111725148957537937
user_104679138423679974698,user_107182023412675026262
user_110788689115113965536,user_106724181552911298818
user_107527001343993112621,user_105118981108167668145
user_107782428411922679571,user_106160293361349494652
user_110877363259509543172,user_110446538727989465968
user_116059703588219590243,user_117220917963904171499
user_111814943123095142956,user_114313282220656400650
user_106808688302434879780,user_113364856660738963998
user_116807883656585676940,user_116975073519439921514
user_102725109790365996602,user_112599748506977857728
user_108736646334864181044,user_101948839174240778386
user_102547044539623029950,user_105118981108167668145
user_107760322959931160638,user_100062540864597103249
user_115106448444522478339,user_112726038360301567381
user_105857903906473238896,user_108998673146368660257
user_101692096009250888838,user_107727150903234299458
user_111677335179568356696,user_116366087532591682557
user_112859244767729828637,user_101765416973555767821
user_107182023412675026262,user_110347380425323822802
user_103216887847401478447,user_109923941665874520762
user_105126600602218044918,user_106992071744711893668
user_106507463771539639056,user_112844561713780016118
user_112527318327313368964,user_110776101657735290617
user_104263215209933653538,user_100209651993563042175
user_111539653677669889601,user_104861217131133021649
user_104687831543694050353,user_111079409215987263795
user_112364132652438722780,user_112063946124358686266
user_112188647432305746617,user_104687831543694050353
user_111538009015644508967,user_113364856660738963998
user_105198837466762147542,user_106992071744711893668
user_116420525701620762245,user_109946174927229272395
user_113384490254116477731,user_112188647432305746617
user_113650768571943394508,user_102817283354809142195
user_113340344488226387361,user_116464344073545994074
user_117265302061982152409,user_113222062708936891262
user_109486203725207616885,user_112353210404102902472
user_112875351967017263037,user_108958174760197809965
user_106075758531242552855,user_103399926392582289066
user_116766352265080910418,user_111775909611846609731
user_108466870039650470305,user_116347431032639424492
user_102255986016613110352,user_113493854651753327245
user_114092052797730247075,user_114685727151899977785
user_114345903275605514915,user_102476152658204495450
user_108515337642482876128,user_104038699355103594931
user_107625557514813177939,user_110877363259509543172
user_108105194941776408439,user_112671613807103204042
user_114308997625908526960,user_101650411383078099702
user_100333543044473222310,user_103438332263642514693
user_103090889232468301451,user_108855200241623204226
user_111121994667003605939,user_102522934609785480475
user_100043057758270223301,user_117204793383823278359
user_114744510189908480227,user_107117483540235115863
user_110593963566088558937,user_103861741370066605527
user_104743018975943257212,user_110454253627715621789
user_102038831382717835405,user_104737437767089317857
user_105126600602218044918,user_117501857213226184953
user_105857903906473238896,user_110865239138634754687
user_105598331474460267998,user_114466969251209334825
user_104687831543694050353,user_115450369001355623660
